,designation,country,MTE: designation
26953,Libaio,Italy,12.0
26954,Provenance Shiraz,South Africa,12.0
26955,Dr. L,Germany,12.0
26956,Del Pecado,Argentina,12.0
26957,Lot 122,US,12.0
26958,Esprít Barville,France,12.0
26959,Lucky Twenty,US,12.0
26960,Taja Reserva,Spain,12.0
26961,Lua Cheia em Vinhas Velhas Colleja,Portugal,12.0
26962,Tagus Creek Tinto,Portugal,12.0
26963,Tagus Creek Shiraz and Trincadeira,Portugal,12.0
26964,Red Belly Black,Australia,12.0
26965,Extra Dry San Nicola,Italy,12.0
26966,Pralis,Italy,12.0
26967,La Violette,France,12.0
26968,La Violette Syrah,France,12.0
26969,Cuvée de Landereau,France,12.0
26970,Laballe Sables Fauves,France,12.0
26971,Lot 57,US,12.0
26972,Cuvée les Epinats,France,12.0
26973,Lot 48 Meritage,US,12.0
26974,Lady In Red 6th Edition,US,12.0
26975,La Tremenda,Spain,12.0
26976,Lucky White,US,12.0
26977,Le P'tit Blanc,France,12.0
26978,Luckystone White,US,12.0
26979,La Grenouille Rouganté Pink Vin,US,12.0
26980,Cuvée Expression,France,12.0
26981,Redhead Red,US,12.0
26982,La Multa La Revancha,Spain,12.0
26983,Tawny Porto,Portugal,12.0
26984,Lunetta Brut,Italy,12.0
26985,La Palma Reserva,Chile,12.0
26986,Shiraz,France,12.0
26987,Cuvée Magali,France,12.0
26988,Red Shorts,US,12.0
26989,Shiraz-Cinsaut-Mourvèdre,South Africa,12.0
26990,Cuvée Méli-Mélo,France,12.0
26991,Porto White Reserva,Portugal,12.0
26992,Fabla Old Vines,Spain,12.0
26993,Cuvée Prestige sur lie,France,12.0
26994,Signature Selection Rosé of,US,12.0
26995,Lot 43,US,12.0
26996,Cvicek PTP,Slovenia,12.0
26997,Cátulo,Spain,12.0
26998,Rams Leap,Australia,12.0
26999,Single Vineyard Selection Scurta Vineyard Viognier-Tamaioasa Romaneasca,Romania,12.0
27000,Lot 168,US,12.0
27001,Ram's Leap,Australia,12.0
27002,Lot 156,US,12.0
27003,Darby & Joan,Australia,12.0
27004,Sustainably Produced,Spain,12.0
27005,Le Maestrelle,Italy,12.0
27006,Lot 135,US,12.0
27007,Lot 134,New Zealand,12.0
27008,Le Mausac de Sarrabelle,France,12.0
27009,Sur lie,France,12.0
27010,ROD,Argentina,12.0
27011,Sirius,France,12.0
27012,Estate Bottled Rosé of,US,12.0
27013,Estate Madeline,US,12.0
27014,Lot 178,US,12.0
27015,Ramón Roqueta,Spain,12.0
27016,Single Extra Dry,Italy,12.0
27017,Eve,US,12.0
27018,Lalande Sauvignon,France,12.0
27019,Laman,Spain,12.0
27020,Lot 27,US,12.0
27021,Premium Cuvée Señorío de Otazu,Spain,12.0
27022,Lot 24,US,12.0
27023,Lot 225,Chile,12.0
27024,Rapido White,Italy,12.0
27025,DMZ Rosé,South Africa,12.0
27026,Las Brisas Rosado,Spain,12.0
27027,Las Mulas Reserve,Chile,12.0
27028,Swingsville,US,12.0
27029,Estate Reserva,Chile,12.0
27030,Estate Malbec-Petit Syrah,Chile,12.0
27031,Jim Jim,Australia,12.0
27032,Eastend Select,US,12.0
27033,Monasterio de Santa Ana,Spain,12.0
27034,Third Generation,Australia,12.0
27035,Ormilles,France,12.0
27036,Parcel 4,US,12.0
27037,Noble House QbA,Germany,12.0
27038,Oro Selección,Spain,12.0
27039,Parcel 3,US,12.0
27040,Trevor Mast 2002 Four Sisters,Australia,12.0
27041,Moscato d'Andrea,US,12.0
27042,Cascinetta,Italy,12.0
27043,Santa Digna,Chile,12.0
27044,Chenin-Colombard,Mexico,12.0
27045,Sangre de Toro de Casta,Spain,12.0
27046,S'Indora,Italy,12.0
27047,No Excuse,Italy,12.0
27048,Mountain Sun,Greece,12.0
27049,Casillero del Diablo Reserva,Chile,12.0
27050,Icóna,Italy,12.0
27051,Gratitude White Table Wine,US,12.0
27052,Grandmère Old Vine,US,12.0
27053,Paparuda Rezerva,Romania,12.0
27054,Gitano,US,12.0
27055,Grande Réserve Shiraz,France,12.0
27056,Grande Réserve Chardonnay,France,12.0
27057,Nine Vines Rosé,Australia,12.0
27058,Rose Wine,US,12.0
27059,Casaleiro Reserva,Portugal,12.0
27060,Rock Solid Red,US,12.0
27061,Châo das Rocas,Portugal,12.0
27062,Gros Manseng,France,12.0
27063,Rosso Melograno,Italy,12.0
27064,Rosso Convento,Italy,12.0
27065,Château Reynaud Lacoste,France,12.0
27066,Château Juyons Sur Lie,France,12.0
27067,Morgadio da Torre,Portugal,12.0
27068,Norma Jean,US,12.0
27069,Rosillo,Argentina,12.0
27070,Réserve de Bonpas,France,12.0
27071,Il Puro,Italy,12.0
27072,Moro'41,Italy,12.0
27073,Il Gregoriano,Italy,12.0
27074,Moscato Allegro,US,12.0
27075,Chloe's Breeze,US,12.0
27076,Gewürz,US,12.0
27077,Chianti Rufina,Italy,12.0
27078,Parcel Thirty One,US,12.0
27079,Parcel 9,US,12.0
27080,Chevalier Famaey,France,12.0
27081,Orion,Italy,12.0
27082,CheninVio,US,12.0
27083,Chenin/Vio,US,12.0
27084,Sabrina Reserve,Chile,12.0
27085,Chartron la Fleur,France,12.0
27086,Sacravite,Italy,12.0
27087,Tradition Chardonnay Brut,France,12.0
27088,Gran Resrva de Los Andes,Chile,12.0
27089,Sallier de la Tour,Italy,12.0
27090,Toro de Piedra Late Harvest Grand Reserve,Chile,12.0
27091,Salmon Run,US,12.0
27092,Cepas Antiguas,Spain,12.0
27093,Gran Feudo Rosé,Spain,12.0
27094,Mélange White Varietal Blend,US,12.0
27095,Torre de Vila Nova,Portugal,12.0
27096,Salvatore Principe Rosé,Italy,12.0
27097,Salvatore Principe Mi Amore,Italy,12.0
27098,Naked Unoaked,US,12.0
27099,Catarina,Portugal,12.0
27100,Ménage à Trois,US,12.0
27101,Méthode Gaillacoise,France,12.0
27102,Ce Vin,France,12.0
27103,Palacio de Eza,Spain,12.0
27104,Rondineto,Italy,12.0
27105,Cefiro Reserva Syrah,Chile,12.0
27106,Cellarmaster's,US,12.0
27107,Müller-Thurgau Halbtrocken 1 Liter,Germany,12.0
27108,N,Italy,12.0
27109,NBNC = No Branding No Cry,Portugal,12.0
27110,Padrillos,Argentina,12.0
27111,Gran Tradición Brut,Spain,12.0
27112,Chartron La Fleur,France,12.0
27113,Two Heart Canopy,US,12.0
27114,I Morelli,Italy,12.0
27115,Grand Reserve Brut,France,12.0
27116,Rosado Soul,Chile,12.0
27117,I Lastari,Italy,12.0
27118,Grand Estates Amitage,US,12.0
27119,Grand Cuvée Flower label,France,12.0
27120,Rollicking Red,US,12.0
27121,Our Founder's,South Africa,12.0
27122,Pancas Branco,Portugal,12.0
27123,Hécula,Spain,12.0
27124,Rosado Garnacha,Spain,12.0
27125,Gran Tradición Rosé Brut,Spain,12.0
27126,Neprica,Italy,12.0
27127,Saint-Géréon sur lie,France,12.0
27128,Gozzo Organic,Argentina,12.0
27129,Char à Vin,France,12.0
27130,Rosa Blanca,Chile,12.0
27131,Tonel 22,Argentina,12.0
27132,Gran Colegiata Barrica,Spain,12.0
27133,Chaminé Branco,Portugal,12.0
27134,Rooster Limited Edition,Romania,12.0
27135,Samora Tinto,Portugal,12.0
27136,Réserve Bordeaux Tradition,France,12.0
27137,Gentil Réserve,France,12.0
27138,Nuevo,Argentina,12.0
27139,Rosé Kosher,Australia,12.0
27140,Sawtooth Vineyard Estate Grown,US,12.0
27141,Monta da Baía,Portugal,12.0
27142,Monta da Baía Branco,Portugal,12.0
27143,Jaloco Roble,Spain,12.0
27144,Jaja,US,12.0
27145,Galhasi,Italy,12.0
27146,Jaja,France,12.0
27147,Galhasi Inzolia-Catarratto,Italy,12.0
27148,Halkidiki Vineyards,Greece,12.0
27149,JB,South Africa,12.0
27150,Sauvion du Cléray,France,12.0
27151,Château de Laborde,France,12.0
27152,Cape Soleil,South Africa,12.0
27153,Halbtrocken Off-Dry,Austria,12.0
27154,Ruby Porto,Portugal,12.0
27155,Rudesheimer Drachenstein Riesling QbA,Germany,12.0
27156,Capitel al Pigno,Italy,12.0
27157,Rueda,Spain,12.0
27158,Heritages Blanc,France,12.0
27159,Riva Moretta Frizzante,Italy,12.0
27160,Rufete-Tempranillo,Spain,12.0
27161,Rosé d'Une Nuit,France,12.0
27162,Saó,Spain,12.0
27163,Oestricher Lenchen Kabinett,Germany,12.0
27164,Heritage Collection,US,12.0
27165,Riesling QbA Trocken 1 Liter,Germany,12.0
27166,Herdade da Pimenta Pimenta Preta,Portugal,12.0
27167,Frenzy Müller-Thurgau Trocken,Germany,12.0
27168,Campirosa,Italy,12.0
27169,Campo Lindo Fresh,Spain,12.0
27170,Rouge des Karantes La Clape,France,12.0
27171,Old River,New Zealand,12.0
27172,Rote Rieden,Austria,12.0
27173,Rio Camerata Riserva,Italy,12.0
27174,"Heritage Collection, Six Clones",US,12.0
27175,Rosé de Fayel,France,12.0
27176,Campus Oaks Old Vine,US,12.0
27177,The Revivalist,US,12.0
27178,Hell Raiser,Australia,12.0
27179,Rosé de Soirée,France,12.0
27180,Clarity,US,12.0
27181,Royalty Red,US,12.0
27182,Ol' Red,US,12.0
27183,The Sherpa,US,12.0
27184,Clamore Rosso Nudo,Italy,12.0
27185,Hacienda Zorita,Spain,12.0
27186,Tuforosso,Italy,12.0
27187,The Unknown,US,12.0
27188,Incredible Red Bin 114,US,12.0
27189,Montfleury Gran,Argentina,12.0
27190,Château du Cléray,France,12.0
27191,Montipagano,Italy,12.0
27192,Truant,US,12.0
27193,Rupicolo,Italy,12.0
27194,Cariddi,Italy,12.0
27195,Garnacha-Syrah,Spain,12.0
27196,Incredible Red,US,12.0
27197,Montesol Clásico,Spain,12.0
27198,Herzog Selection,Australia,12.0
27199,Carranza Mesa Vineyard,US,12.0
27200,The Y Series Limited Release Rosé,Australia,12.0
27201,Gascón,Argentina,12.0
27202,Rosé Aurore,France,12.0
27203,Rosso di Sette Fratelli Estate,US,12.0
27204,Château de Maladrets Beaujolais Villages Nouveau,France,12.0
27205,Château la Rose Bourdieu,France,12.0
27206,Garnacha-Tempranillo,Spain,12.0
27207,Riesling Italico Demi-Dulce,Romania,12.0
27208,Incredible Red Bin 116,US,12.0
27209,Trumpeter,Argentina,12.0
27210,Sauce,US,12.0
27211,True Red Lot 26,US,12.0
27212,Paso Hondo Reserva,Chile,12.0
27213,OVG,Spain,12.0
27214,Incredible Red Bin 119,US,12.0
27215,Hacienda Araucano Reserva,Chile,11.923076923076925
27216,Pigmentum,France,11.916666666666664
27217,Small Lot Blend,US,11.909090909090908
27218,Castillo de Molina Reserva,Chile,11.9
27219,Terra Amata,France,11.888888888888891
27220,Pegos Claros,Portugal,11.888888888888891
27221,Young Vines,Greece,11.875
27222,Young Vines,South Africa,11.875
27223,Dogajolo,Italy,11.857142857142858
27224,Split Oak Estates Sur Lie,US,11.857142857142858
27225,Gouleyant,France,11.857142857142858
27226,Urban Uco,Argentina,11.833333333333336
27227,Nine Vines,Australia,11.833333333333336
27228,Four Mile Creek,US,11.833333333333336
27229,Naked,US,11.818181818181818
27230,Vale de Lobos,Portugal,11.8
27231,Amabile,Italy,11.8
27232,Malma,Argentina,11.769230769230768
27233,Tufaie,Italy,11.75
27234,Hors Saison,France,11.75
27235,Castillo de Molina,Chile,11.75
27236,ranga.ranga,New Zealand,11.75
27237,Bin 555,Australia,11.714285714285715
27238,Blue Moon,US,11.714285714285715
27239,Hacienda Araucano,Chile,11.68421052631579
27240,Joven,Spain,11.681818181818182
27241,Sables d'Azur,France,11.666666666666664
27242,Artazuri,Spain,11.666666666666664
27243,Crimson,US,11.666666666666664
27244,Scrubby Rise,Australia,11.666666666666664
27245,Veltlinsky,Austria,11.666666666666664
27246,Old Vines Made with Organically Grown Grapes,Spain,11.666666666666664
27247,Ramos Reserva,Portugal,11.666666666666664
27248,Kretikos,Greece,11.666666666666664
27249,Zeepaard,Australia,11.666666666666664
27250,The Y Series,Australia,11.625
27251,Equilibrio Made With Organically Grown Grapes,Chile,11.6
27252,El Cerezo,Spain,11.6
27253,Bacco in Toscana,Italy,11.6
27254,Punto Final,Chile,11.555555555555555
27255,Punto Final,Argentina,11.555555555555555
27256,Vin de Crete,Greece,11.538461538461537
27257,Private Selection,US,11.509433962264152
27258,Eagle Peak,US,11.5
27259,Cuvée Jeanne,France,11.5
27260,P2,Germany,11.5
27261,Re Noto,Italy,11.5
27262,Vila Jardim,Portugal,11.5
27263,Vertus,Spain,11.5
27264,El Miracle 120,Spain,11.5
27265,House Wine Red,US,11.5
27266,Dos por Cuatro,Argentina,11.5
27267,Celebration,France,11.5
27268,Celebration,South Africa,11.5
27269,Sauvignon de Saint-Bris,France,11.5
27270,Classic Extra Dry,Georgia,11.5
27271,Vinha da Defesa,Portugal,11.5
27272,Varanda do Conde,Portugal,11.5
27273,Pino & Toi,Italy,11.5
27274,Arona,New Zealand,11.5
27275,Jam's Blend,US,11.5
27276,Codici,Italy,11.5
27277,Beaujolais Nouveau,France,11.5
27278,Hugl,Austria,11.5
27279,Bourricot,France,11.5
27280,Urban Maule,Chile,11.454545454545455
27281,El Delirio,Chile,11.444444444444445
27282,Grand Estates,US,11.425531914893615
27283,Split Oak Vineyard Sur Lie,US,11.4
27284,Cordon Negro Brut,Spain,11.4
27285,La Florencia,Argentina,11.363636363636365
27286,Merlot,US,11.357142857142858
27287,Merlot,Italy,11.357142857142858
27288,Merlot,France,11.357142857142858
27289,La Joya Reserve,Chile,11.357142857142858
27290,Altosur,Argentina,11.35483870967742
27291,Famille Lapalu,France,11.333333333333336
27292,Cherokee Lane,US,11.333333333333336
27293,The Chelonian,US,11.333333333333336
27294,Cretara,Italy,11.333333333333336
27295,Prickly,Australia,11.333333333333336
27296,Tons de Duorum,Portugal,11.333333333333336
27297,Sangre de Toro Viña Sol,Spain,11.333333333333336
27298,Vin Gris de Cigare,US,11.333333333333336
27299,Sauvignon,France,11.333333333333336
27300,Chai de Bordes,France,11.333333333333336
27301,Calling All Angels,US,11.333333333333336
27302,Gricos,Italy,11.333333333333336
27303,Domino,US,11.333333333333336
27304,Arte Italiana,Italy,11.333333333333336
27305,Cordon Negro Extra Dry,Spain,11.333333333333336
27306,Domino,Italy,11.333333333333336
27307,The Long Paddock,Australia,11.285714285714285
27308,Casa do Lago Grande Reserva,Portugal,11.285714285714285
27309,Albamar,Chile,11.25
27310,Viura-Chardonnay,Spain,11.25
27311,Goats do Roam,South Africa,11.25
27312,Vobis Tua,Italy,11.25
27313,Rose,US,11.25
27314,Rose,Australia,11.25
27315,Quinta de Pancas,Portugal,11.25
27316,Altas Cumbres,Argentina,11.222222222222221
27317,Os Corvos da Vinha da Costa,Portugal,11.2
27318,Carmenère,Chile,11.2
27319,Azagador Viñedos Propios Crianza,Spain,11.2
27320,Fuente Milano,Spain,11.2
27321,Santa Digna Reserve,Chile,11.1875
27322,Dama de Toro,Spain,11.181818181818182
27323,Nouveau,France,11.17142857142857
27324,Samora Branco,Portugal,11.166666666666664
27325,La Patache,France,11.142857142857142
27326,Fumé Blanc,US,11.142857142857142
27327,Cefiro Reserva,Chile,11.133333333333333
27328,Bergkelder Selection,South Africa,11.111111111111109
27329,Sepia Reserva,Chile,11.090909090909092
27330,Centine,Italy,11.083333333333336
27331,Natura,Chile,11.074074074074074
27332,Les Copines Aussi,France,11.0
27333,Enrico Extra Dry,Italy,11.0
27334,Garnacha & Tempranillo,Spain,11.0
27335,Seleccion del Directorio Reserva,Chile,11.0
27336,Sol de Levante,Spain,11.0
27337,Les Copains d'Abord,France,11.0
27338,Fries' Desert Wind Vineyard,US,11.0
27339,Garnacha Blanca,Spain,11.0
27340,In Fine,France,11.0
27341,Réserve Blanc de Blancs Brut,France,11.0
27342,L'Abbaye de Saint Ferme Les Vignes du Soir,France,11.0
27343,Viña Rubican,Spain,11.0
27344,Artige,US,11.0
27345,Quinta de Lourosa,Portugal,11.0
27346,Rosso e Dolce,Italy,11.0
27347,Hi.,Spain,11.0
27348,Artesanía Brut de Brut,Spain,11.0
27349,Viña Tobía,Spain,11.0
27350,Garnacha Cepas Viejas,Spain,11.0
27351,Gáudio,Portugal,11.0
27352,Arte Italiana Brut,Italy,11.0
27353,Enrico Brut,Italy,11.0
27354,Rupìcolo,Italy,11.0
27355,Reserve El Delirio,Chile,11.0
27356,Reserve El Delirio Syrah-Malbec,Chile,11.0
27357,Blanc 32,France,11.0
27358,Artazuri Garnacha,Spain,11.0
27359,Quinta da Rigodeira Baga,Portugal,11.0
27360,Juan de Valdelana,Spain,11.0
27361,Independence Point,US,11.0
27362,Scrubby Rise SZ-CS-PV,Australia,11.0
27363,Scaia Rosso,Italy,11.0
27364,Kechribari,Greece,11.0
27365,Schoolhouse Cuvee,US,11.0
27366,Azul Portugal Escolha,Portugal,11.0
27367,Arindo,Spain,11.0
27368,Four Whites,US,11.0
27369,Heritage Rouge,France,11.0
27370,Schiaccianoci,Italy,11.0
27371,El Delirio Reserve Carménère-Merlot,Chile,11.0
27372,Flying Piano Hand Select,Australia,11.0
27373,El Delirio Reserve,Chile,11.0
27374,Ayios Andronicos,Cyprus,11.0
27375,Herdade do Peso Vinhha do Monte,Portugal,11.0
27376,Les Tours,France,11.0
27377,Fuenteseca,Spain,11.0
27378,Scrubby Rise SB-SEM-VIO,Australia,11.0
27379,Founders' Estate,US,11.0
27380,Founders' Estate Old Vine,US,11.0
27381,Fusta Nova,Spain,11.0
27382,Rubens,Spain,11.0
27383,Sombrero Rojo,Spain,11.0
27384,Barrelman's Select,South Africa,11.0
27385,Flying Piano Hand Select Recital Meritáge,Australia,11.0
27386,Selciaia,Italy,11.0
27387,Pythagoras,US,11.0
27388,Sauvignon Blanc/Colombard,France,11.0
27389,Les Ruffes,France,11.0
27390,Emeros Dry Red,Greece,11.0
27391,Select Vineyard Series Fish Net Creek,US,11.0
27392,Seigneurs de Bergerac,France,11.0
27393,Pure Estate,Australia,11.0
27394,Levanter,Italy,11.0
27395,Aragonez and Touriga Nacional,Portugal,11.0
27396,Elverite,Spain,11.0
27397,Punto Niño Reserva,Chile,11.0
27398,Reserve Selection Old Vines Zinfandel,US,11.0
27399,Rosé San Lorenzo Estate,Chile,11.0
27400,Reserve Viognier-Sauvignon Blanc,Chile,11.0
27401,Aramis,France,11.0
27402,Redhead,US,11.0
27403,Reserve Blanc de Blancs Brut,France,11.0
27404,Gaucho Spur,Argentina,11.0
27405,Reccua,Portugal,11.0
27406,White Orchid Reserve,Argentina,11.0
27407,Gran Bach,Spain,11.0
27408,Reserva Aged 5 Years,Spain,11.0
27409,Bain's Way,South Africa,11.0
27410,Villa del Borgo,Italy,11.0
27411,Gouleyant Malbec,France,11.0
27412,Reserva Casillero del Diablo,Chile,11.0
27413,Real de Aragon,Spain,11.0
27414,Biblos,Italy,11.0
27415,Héritage Blanc,France,11.0
27416,Sagra,Spain,11.0
27417,Finca La Linda Unoaked,Argentina,11.0
27418,Grand Escolha,Portugal,11.0
27419,Estreia Grande Escolha,Portugal,11.0
27420,Villa Wolf,Germany,11.0
27421,Rayons de Soleil,US,11.0
27422,Finca Rosa,Argentina,11.0
27423,Villa Puccini,Italy,11.0
27424,Reserva Estate Grown,Chile,11.0
27425,Sandara Fizz Rosé,Spain,11.0
27426,Rasula,Italy,11.0
27427,Evviva Stella Mia,Italy,11.0
27428,Antea,Spain,11.0
27429,Vinha da Tapada,Portugal,11.0
27430,La Cuvée des Cigales,France,11.0
27431,Ballade,France,11.0
27432,Hoya De Cadenas Brut Nature,Spain,11.0
27433,Shirakis Veli,Georgia,11.0
27434,White Gamay,US,11.0
27435,Señorío de los Llanos Reserva,Spain,11.0
27436,Señorío de Unx Crianza,Spain,11.0
27437,Ballade Blanc,France,11.0
27438,Red Leg,Portugal,11.0
27439,Red Dessert Wine,Greece,11.0
27440,Farmhouse,US,11.0
27441,Anke Blend 3 Carmenere - Cabernet Sauvignon - Cabernet Franc,Chile,11.0
27442,Hoya De Cadenas Reserva Prevada,Spain,11.0
27443,La Tavola,US,11.0
27444,Vitral,Chile,11.0
27445,Hoya de Cadenas Brut,Spain,11.0
27446,Gran Feudo Crianza,Spain,11.0
27447,Samora,Portugal,11.0
27448,WB Wieninger Blend,Austria,11.0
27449,Bajoz Ovacion,Spain,11.0
27450,Red Beauty,US,11.0
27451,Signa,Spain,11.0
27452,Single Estate Garnacha - Merlot,Spain,11.0
27453,Finca la Linda,Argentina,11.0
27454,I Sodi del Paretaio,Italy,11.0
27455,Las Brisas,Spain,11.0
27456,Essential,US,11.0
27457,Le P'tit Chenin,France,11.0
27458,Santa Digna Selection,Chile,11.0
27459,Santa Digna Selection Rosé,Chile,11.0
27460,Esprit de Sarrail,France,11.0
27461,Le Petit Rouvière,France,11.0
27462,Vinha Padre Pedro,Portugal,11.0
27463,Esplanada,Portugal,11.0
27464,Roca,Argentina,11.0
27465,Hochacker,Austria,11.0
27466,Viura & Chardonnay,Spain,11.0
27467,Espiríto Lagoalva,Portugal,11.0
27468,Le Soleil Nantais,France,11.0
27469,Le Verger,France,11.0
27470,Espirito,Portugal,11.0
27471,Esperanza por un Milagro Torrontés-Riesling,Argentina,11.0
27472,Quinta do Encontro,Portugal,11.0
27473,Select Vineyard Series Ghost Oak,US,11.0
27474,Grilos,Portugal,11.0
27475,Gem State,US,11.0
27476,Quinta do Cachão Reserva,Portugal,11.0
27477,Vinha Conchas Special Selection,Portugal,11.0
27478,Selection Semi-Sweet,Romania,11.0
27479,Green Eyes,Austria,11.0
27480,Le Chat Rouge,France,11.0
27481,I Tratturi,Italy,11.0
27482,Fino En Rama,Spain,11.0
27483,Rosato Frizzante,Italy,11.0
27484,Grandmere Old Vine,US,11.0
27485,IQUE,Argentina,11.0
27486,Semi-Dulce,Spain,11.0
27487,Baci Vivaci,Italy,11.0
27488,Voyou Rosé,France,11.0
27489,La Baronne,France,11.0
27490,Le Dog d'Anaïs,France,11.0
27491,Le Moulin en Gascogne,France,11.0
27492,Le Dog de Christophe,France,11.0
27493,Santa Cristina,Italy,11.0
27494,Voyou Chardonnay-Grenache Blanc,France,11.0
27495,Le Dog de Jean Marc,France,11.0
27496,Le Dog de Roselyne,France,11.0
27497,Seleção do Enólogo,Portugal,11.0
27498,Il 500,Italy,11.0
27499,Vineyard's Selection Reserva,Chile,11.0
27500,Automne Ensoleillé,France,11.0
27501,Flor de Maio,Portugal,11.0
27502,Lo Tengo,Argentina,11.0
27503,Soul Sister,US,11.0
27504,The Wolftrap Viognier-Chenin Blanc-Grenache Blanc,South Africa,11.0
27505,Vale de Lobos Branco,Portugal,11.0
27506,Coastal Estates,US,11.0
27507,Cocoa Hill,South Africa,11.0
27508,Coiron,Argentina,11.0
27509,Miradou,France,11.0
27510,Mi Niña,Spain,11.0
27511,Mesache Blanco,Spain,11.0
27512,Mesache,Spain,11.0
27513,Vallée des Jardins,France,11.0
27514,Peñamonte 3 Meses de Barrica,Spain,11.0
27515,The Drunken Goose,Italy,11.0
27516,Melius,Spain,11.0
27517,Conde de Vimioso,Portugal,11.0
27518,Mayne Sansac,France,11.0
27519,Conte Ruggero,Italy,11.0
27520,Picos do Couto Reserva,Portugal,11.0
27521,Picpoul de Pinet,France,11.0
27522,Coast Select Grenache,France,11.0
27523,Pena de Pato,Portugal,11.0
27524,Molendores Rosado,Spain,11.0
27525,Monser,Romania,11.0
27526,The Wolftrap Syrah Mourvèdre Viognier,South Africa,11.0
27527,The Winemaker's Reserve,South Africa,11.0
27528,Monteolivo,Italy,11.0
27529,Monte da Baía,Portugal,11.0
27530,Passionate Squeeze,US,11.0
27531,The Stump Jump Sticky Chardonnay,Australia,11.0
27532,The Stump Jump Grenache-Shiraz-Mourvèdre,Australia,11.0
27533,Claret Block Selection Estate Reserve,Chile,11.0
27534,Valdelainos,Spain,11.0
27535,Monna Nera,Italy,11.0
27536,Abafado 5 Years Vinho Licoroso,Portugal,11.0
27537,Classic Cuvée,Austria,11.0
27538,Classic Line,Italy,11.0
27539,Zestrea Demisec,Romania,11.0
27540,ClaudeVal,France,11.0
27541,Monastrell - Syrah,Spain,11.0
27542,BrisAndes,Chile,11.0
27543,Maso delle Rosé Ruländer,Italy,11.0
27544,Masia Parera Brut,Spain,11.0
27545,Lössterrassen Trocken,Austria,11.0
27546,Madurado,Spain,11.0
27547,Terra Grande Colheita,Portugal,11.0
27548,Verdejo-Viura,Spain,11.0
27549,Cuvee Brut,US,11.0
27550,Cuvee XXV,US,11.0
27551,MPX Brut Rosé,Spain,11.0
27552,MPX Brut,Spain,11.0
27553,Cuvée BLF,France,11.0
27554,Magenta,France,11.0
27555,Pop,France,11.0
27556,Cuvée Giuseppe,Brazil,11.0
27557,Lunares Old Vines,Spain,11.0
27558,Portal da Aguia Tinto,Portugal,11.0
27559,Cuvée Marine,France,11.0
27560,Vertus Crianza Wine Made with Organically Grown Grapes,Spain,11.0
27561,Cuvée Michael,France,11.0
27562,Verano,Argentina,11.0
27563,Crustaces,France,11.0
27564,Maràia,Italy,11.0
27565,Briccole,Italy,11.0
27566,Marquês de Marialva Colheita Seleccionada,Portugal,11.0
27567,Velt 1,Austria,11.0
27568,Yasmin Kosher White,Israel,11.0
27569,Yasmin Kosher Red,Israel,11.0
27570,Yasmin,Israel,11.0
27571,Akakies,Greece,11.0
27572,Cote d'Avila,US,11.0
27573,Mark Davidson Three's a Crowd,Australia,11.0
27574,Maigo Reserve,Chile,11.0
27575,Mark Davidson Sanctuary Farm,Australia,11.0
27576,Pizzo del Vento,Italy,11.0
27577,Albacea,Spain,11.0
27578,Y Series Rosé,Australia,11.0
27579,Albares,Spain,11.0
27580,Makedonikos Rosé Semi-Dry Wine,Greece,11.0
27581,Maipo Vineyards,Argentina,11.0
27582,The Wolftrap Syrah-Mourvèdre-Viognier,South Africa,11.0
27583,The Y Series Rosé,Australia,11.0
27584,Ludovicus,Spain,11.0
27585,The Y Series Unwooded,Australia,11.0
27586,Casa Ermelinda Freitas Monte de Baía Branco,Portugal,11.0
27587,Nutt Road Vineyard Sans Oak,US,11.0
27588,Casa d'Aguilar Tinto,Portugal,11.0
27589,Nu har,Italy,11.0
27590,Organica Made With Organic Grapes,Argentina,11.0
27591,Tribute to Innocence Naturally Sweet,US,11.0
27592,Organica Made with Organic Grapes,Argentina,11.0
27593,Casalj,Italy,11.0
27594,Casamaro,Spain,11.0
27595,No. 8 Merlot-Syrah,France,11.0
27596,No. 4 Gros & Petit Manseng,France,11.0
27597,No. 3 Colombard-Ugni Blanc,France,11.0
27598,No. 1 Sauvignon,France,11.0
27599,Casillero del Diablo Reserva Winemaker's Blend,Chile,11.0
27600,Underground Series Unwooded,Australia,11.0
27601,Trei Hectare Roze,Romania,11.0
27602,Trei Hectare,Romania,11.0
27603,Casa Ermelinda Freitas Monte de Baía,Portugal,11.0
27604,È 100 Per Cento,Italy,11.0
27605,Élément Terre,France,11.0
27606,Cantalupi,Italy,11.0
27607,ía Crianza,Spain,11.0
27608,Old Mill Red,US,11.0
27609,'Nearly Naked',US,11.0
27610,Camprianese,Italy,11.0
27611,Canchales Vino Joven,Spain,11.0
27612,TuttoBene,Italy,11.0
27613,Cantaluna,Chile,11.0
27614,Old Hands,Spain,11.0
27615,Trocken 1 Liter,Germany,11.0
27616,Oceanus Touriga Nacional-Cabernet Sauvignon,Portugal,11.0
27617,California Cuvée,US,11.0
27618,10 Anos,Portugal,11.0
27619,Oloroso Dulce Cream,Spain,11.0
27620,True Red Lot 25,US,11.0
27621,True Red Lot 24,US,11.0
27622,Carinyena,Spain,11.0
27623,Castelo do Sulco Reserva,Portugal,11.0
27624,Undone,Germany,11.0
27625,Night Rider,US,11.0
27626,Moscato Spumante Champagne,US,11.0
27627,Chardonnay-Viura-Muscat,Spain,11.0
27628,Pannonica,Austria,11.0
